Company,Company Score,Original Title,Location,Primary Title,Secondary Title,Experience Level,Min Salary,Max Salary,Avg Salary,Salary Source,Is Hourly Converted,Date
Discord,4.3,Software Programmer,"Santa Clara, CA",Software Engineer,n/a,Intermediate,88000,173000,130500,Employer,No,5d
Tesla,4.2,Software Engineer - Innovation,"Saint Paul, MN",Software Engineer,n/a,Intermediate,182000,244000,213000,Glassdoor,No,10d
Microsoft,4,"Software Engineer, Ads (Quests)","San Francisco, CA",Software Engineer,n/a,Intermediate,124000,155000,139500,Employer,No,18d
First American Financial Corporation,3.7,"Staff Software Engineer, Backend, Factory Software","Fremont, CA",Software Engineer,Backend,Senior,94000,129000,111500,Glassdoor,No,4d
IntraFi Network,3.6,Software Engineer 2,"Redmond, WA",Software Engineer,n/a,Intermediate,151507.2,168334.40000000002,159920.80000000002,Employer,Yes,2d
Collins Aerospace,3.5,Software Engineer II (Hybrid or Remote Possible),"Idaho Falls, ID",Software Engineer,n/a,Intermediate,130000,165000,147500,Employer,No,1d
Roche,4.3,Software Engineer (Customer-Facing Applications),"Arlington, VA",Software Engineer,n/a,Intermediate,65000,101000,83000,Glassdoor,No,10d
Qualtrics,3,Software Engineer,"Lenexa, KS",Software Engineer,n/a,Intermediate,129000,224000,176500,Employer,No,15d
Edward Rose & Sons,4.4,Senior Software Engineer - Digital Pathology,"Santa Clara, CA",Software Engineer,n/a,Senior,161000,243000,202000,Employer,No,2d
Michelin,5,Senior Software Development Engineer - Data Engineering Team,"Seattle, WA",Data Engineer,n/a,Senior,76000,107000,91500,Glassdoor,No,8d
"Garmin International, Inc.",4.7,Yardi Enterprise Software Support Engineer - Hybrid Remote,"Bloomfield Hills, MI",Software Engineer,n/a,Intermediate,70000,85000,77500,Employer,No,11d
Smart IMS,4.3,Software Engineer(Entry/Experienced) SPA,"Spartanburg, SC",Software Engineer,n/a,Entry,75000,150000,112500,Employer,No,26d
Wipro,3.9,Embedded C / Linux Software Engineer - Marine,"Olathe, KS",Firmware Engineer,n/a,Intermediate,110000,150000,130000,Employer,No,23d
Harley-Davidson,3.8,Software Engineer 2,Unknown,Software Engineer,n/a,Intermediate,98000,147000,122500,Glassdoor,No,30d+
"VIZIO, Inc.",3.4,PHP Engineer,"Tampa, FL",Software Engineer,PHP,Intermediate,74000,92000,83000,Employer,No,30d+
Geneva Technologies Inc.,3.4,Associate Design Engineer - Software V&V,"Wauwatosa, WI",Software Engineer,n/a,Entry,8000,12000,10000,Employer,No,30d+
ElectronX,4.2,Senior Software Engineer,"Dallas, TX",Software Engineer,n/a,Senior,90000,131000,110500,Employer,No,5d
Camelot Integrated Solutions Inc.,3.7,Software Engineer,"Monument, CO",Software Engineer,n/a,Intermediate,120000,150000,135000,Employer,No,4d
"JRC Integrated Systems, LLC",3.7,Experienced: Core Infrastructure Software Engineer,Remote,DevOps Engineer,n/a,Intermediate,126000,237000,181500,Employer,No,3d
Sabre Engineering,3.5,Software Developer (Job Code 001),"Houston, TX",Software Engineer,n/a,Intermediate,50000,78000,64000,Glassdoor,No,30d+
Thermoflow,4.2,Software Engineer,"Dahlgren, VA",Software Engineer,n/a,Intermediate,94000,117000,105500,Glassdoor,No,30d+
Fanatics Inc.,3.5,JR. SOFTWARE ENGINEER,"Columbia, MD",Software Engineer,n/a,Entry,185000,200000,192500,Employer,No,2d
"Twitch Interactive, Inc.",3.5,"Computer Science, Software Engineers, Programmers","Jacksonville, FL",Software Engineer,n/a,Intermediate,103000,149000,126000,Employer,No,30d+
Adtran,3.4,Sr Software Engineer,"New York, NY",Software Engineer,n/a,Senior,109000,141000,125000,Glassdoor,No,30d+
Oncorre,3.8,Software Development Engineer,"Seattle, WA",Software Engineer,n/a,Intermediate,76000,116000,96000,Glassdoor,No,5d
NMG Technology Services,3.8,Senior Software Engineer,Unknown,Software Engineer,n/a,Senior,37000,82000,59500,Employer,No,5d
Captivation Software,3.7,Software Engineer,"Bridgewater, NJ",Software Engineer,n/a,Intermediate,129000,159000,144000,Glassdoor,No,30d+
Invisible Technologies,3.7,Software Engineer,"Brooklyn, NY",Software Engineer,n/a,Intermediate,80000,111000,95500,Glassdoor,No,30d+
Metas Solutions,4.1,Software Engineer 2 - DevOps,"Annapolis Junction, MD",DevOps Engineer,n/a,Intermediate,95000,133000,114000,Glassdoor,No,30d+
"GAP Solutions, Inc.",4,Senior Software Engineer - Platform,Remote,Software Engineer,n/a,Senior,130000,140000,135000,Employer,No,16d
Independent Software,4.2,Software Quality Assurance Engineer & Tester,"Atlanta, GA",QA/Test Engineer,n/a,Intermediate,81000,118000,99500,Glassdoor,No,2d
InterImage,4.1,Software QA Engineer and Tester,"Atlanta, GA",QA/Test Engineer,n/a,Intermediate,120000,150000,135000,Employer,No,24h
Tickets.com,5,"Software Integration Engineer, Junior","Fort Meade, MD",Software Engineer,n/a,Entry,180000,260000,220000,Employer,No,30d+
Adobe,4.9,2251 Java & NiFi Software Engineer,"Annapolis Junction, MD",Software Engineer,Java,Intermediate,86000,111000,98500,Glassdoor,No,18d
Embecta,3.3,Senior Software Engineer,"Boulder, CO",Software Engineer,n/a,Senior,83200,93600,88400,Employer,Yes,6d
Tesla,4.2,Senior Software Development Engineer,"San Jose, CA",Software Engineer,n/a,Senior,74000,109000,91500,Glassdoor,No,11d
CVS Health,4.1,"Senior FullStack Software Engineer (hybrid - Andover, MA)","Andover, MA",Software Engineer,Fullstack,Senior,108000,116000,112000,Employer,No,6d
Space Systems Integration,3,"Sr. Software Engineer, Backend, Factory Software","Fremont, CA",Software Engineer,Backend,Senior,103000,146000,124500,Glassdoor,No,4d
Cash App,4.5,Full-Stack Software Developer,"Hartford, CT",Software Engineer,Fullstack,Intermediate,89000,128000,108500,Glassdoor,No,17d
Index Engines Inc.,3.9,"Software Engineer, Incentive","Seattle, WA",Software Engineer,n/a,Intermediate,144000,198000,171000,Employer,No,3d
Ford Motor Company,4.4,"Software Dev Engineer - Machine Learning Apps, Accelerator","Cupertino, CA",ML/AI Engineer,n/a,Intermediate,160000,321000,240500,Employer,No,3d
Q9Software,4.1,React Software Engineer,Unknown,Software Engineer,React,Intermediate,97000,155000,126000,Glassdoor,No,30d+
Squarespace,3.8,Software Engineer,"Dearborn, MI",Software Engineer,n/a,Intermediate,120000,290000,205000,Employer,No,30d+
"Advanced Micro Devices, Inc",3.4,Software Developer,"Germantown, MD",Software Engineer,n/a,Intermediate,87000,126000,106500,Glassdoor,No,30d+
InterImage,3.7,"Senior Software Engineer, User Platform (Java)",Unknown,Software Engineer,Java,Senior,129000,224000,176500,Employer,No,5d
"Flow Systems, Inc",3.4,Software Development Engineer - AI/ML,"San Jose, CA",Software Engineer,n/a,Intermediate,103000,141000,122000,Employer,No,30d+
OpenAI,4.6,2128 Software Engineer 1 (Java Focused),"Annapolis Junction, MD",Software Engineer,Java,Entry,135000,155000,145000,Employer,No,18d
Teradyne,3.8,Software Engineer,"Berthoud, CO",Software Engineer,n/a,Intermediate,65000,118000,91500,Employer,No,3d
Meta,2.9,"Senior Software Engineer, Search Evaluations","San Francisco, CA",Software Engineer,n/a,Senior,80000,94000,87000,Employer,No,6d
Yellow Duck Technologies Inc.,4.3,Software Performance Engineer,"North Reading, MA",Software Engineer,n/a,Intermediate,104000,348000,226000,Employer,No,18d
Workday,4,Software Engineer - Camera (Technical Leadership),"Redmond, WA",Software Engineer,n/a,Senior,300000,450000,375000,Employer,No,3d
Ops Tech Alliance,4.2,Cleared Junior Software Engineer,"Annapolis Junction, MD",Software Engineer,n/a,Entry,90000,126000,108000,Glassdoor,No,15d
CDK Global,3.7,Principal Software Engineer,"Seattle, WA",Software Engineer,n/a,Senior,78000,102000,90000,Glassdoor,No,30d+
IAB Solutions LLC,3.7,Software Engineer Level 3,"Fort Meade, MD",Software Engineer,n/a,Senior,110000,154000,132000,Employer,No,30d+
General Assembly,4.2,Associate Software Engineer,"Austin, TX",Software Engineer,n/a,Entry,87000,171000,129000,Employer,No,5d
Delta Dental Ins.,4.3,Senior Software Engineer,Unknown,Software Engineer,n/a,Senior,125000,160000,142500,Employer,No,11d
Cotiviti,4.4,Software Engineer Instructor,"Denver, CO",Software Engineer,n/a,Intermediate,83000,124000,103500,Employer,No,30d+
BOEING,4.1,Senior Software Engineer,"Alpharetta, GA",Software Engineer,n/a,Senior,74000,98000,86000,Glassdoor,No,1d
Braum's,3.9,Sr. DevOps Engineer,Remote,DevOps Engineer,n/a,Senior,102000,159000,130500,Employer,No,2d
Cummings Aerospace Inc,2.5,Software Engineer - Mid Level,"Annapolis Junction, MD",Software Engineer,n/a,Intermediate,115000,165000,140000,Employer,No,17d
T.M. Bier & Associates,4.4,Senior Software Engineer,"Oklahoma City, OK",Software Engineer,n/a,Senior,108000,216000,162000,Employer,No,6d
Zelis,3.9,Software Engineer-Mid Level,"Largo, FL",Software Engineer,n/a,Intermediate,90000,145000,117500,Employer,No,3d
TikTok,3.7,Software Engineer (BMS),Unknown,Software Engineer,n/a,Intermediate,68000,104000,86000,Glassdoor,No,9d
Eaton,3.5,Senior Software Engineer - C# & Rust,Unknown,Software Engineer,"C#, Rust",Senior,72000,108000,90000,Employer,No,3d
CVS Health,3,"Frontend Software Engineer Graduate, TikTok Infrastructure - 2025 Start (BS/MS)","San Jose, CA",DevOps Engineer,Frontend,Entry,69000,120000,94500,Glassdoor,No,10d
Zoox,3.7,Eaton Development Program: Engineering Technology - Software,"Peachtree City, GA",Software Engineer,n/a,Intermediate,72000,127000,99500,Glassdoor,No,5d
Radiance Technologies,3.9,Software Development Engineer,"Hartford, CT",Software Engineer,n/a,Intermediate,158000,205000,181500,Employer,No,30d+
Boston Consulting Group,4.2,Senior Fullstack Software Engineer - Perception Metrics Platform,"San Francisco, CA",Software Engineer,Fullstack,Senior,100000,160000,130000,Employer,No,19d
Sage,3.5,Full Stack Software Engineer,"Beavercreek, OH",Software Engineer,Fullstack,Intermediate,104000,112320,108160,Employer,Yes,13d
Neurable,4.4,"AI Software Engineer, Campus, United States - BCG X","Los Angeles, CA",Software Engineer,n/a,Intermediate,130000,210000,170000,Employer,No,4d
ASM International,3.4,"Software Engineer - C#, C++","Lawrenceville, GA",Software Engineer,C#,Intermediate,115000,159000,137000,Glassdoor,No,30d+
Galvion,4,Senior Software Engineer,"Boston, MA",Software Engineer,n/a,Senior,138000,192000,165000,Glassdoor,No,9d
Prophet Software,3.6,Field Software Support Engineer,"Hillsboro, OR",Software Engineer,n/a,Intermediate,89000,129000,109000,Glassdoor,No,30d+
Ansira,4.1,Associate Software Engineer (on-site),"Portsmouth, NH",Software Engineer,n/a,Entry,130000,150000,140000,Employer,No,1d
Elder Research,4.7,Software Developer,"Westlake Village, CA",Software Engineer,n/a,Intermediate,177000,251000,214000,Employer,No,16d
3 Reasons Consulting,3.9,Full Stack Software Engineer,Unknown,Software Engineer,Fullstack,Intermediate,100000,158000,129000,Glassdoor,No,11d
"AB2 Consulting, Inc.",3.2,Backend Software Engineer,"Fort George G Meade, MD",Software Engineer,Backend,Intermediate,168000,253000,210500,Employer,No,30d+
University of Maryland,4.1,Software Engineer II,"San Diego, CA",Software Engineer,n/a,Intermediate,167000,296000,231500,Employer,No,30d+
CPI Card Group,3.6,"Software Development Engineer in Test (SDET) / Okemos, MI (Hybrid)","Okemos, MI",QA/Test Engineer,n/a,Intermediate,136000,200000,168000,Employer,No,10d
Simplot,3.8,Research Software and Data Engineer,"College Park, MD",Data Engineer,n/a,Intermediate,72800,104000,88400,Employer,Yes,5d
Walmart Advanced Systems and Robotics,4.1,Software Process Engineer,"Fort Wayne, IN",Software Engineer,n/a,Intermediate,118000,142000,130000,Employer,No,30d+
Fanatics Inc.,3.5,Software Engineer,"Boise, ID",Software Engineer,n/a,Intermediate,109000,219000,164000,Employer,No,12d
GE HEALTHCARE,4,Senior Software Engineer – Emulation,"Andover, MA",Software Engineer,n/a,Senior,64000,113000,88500,Glassdoor,No,25d
NORC at the University of Chicago,4.1,"Software Engineer II, Android",Unknown,Software Engineer,Android,Intermediate,104000,166000,135000,Employer,No,30d+
WSSC Water,5,Software Engineer,"Washington, DC",Software Engineer,n/a,Intermediate,181000,212000,196500,Employer,No,30d+
RVO Health,4,Cloud Engineer,"Chicago, IL",Cloud Engineer,n/a,Intermediate,91000,119000,105000,Glassdoor,No,5d
Wisenbaker Builder Services,3.8,"Engineering Software Administrator (e-Builder, Primavera P6)","Laurel, MD",Software Engineer,Build/Release,Intermediate,70000,115000,92500,Employer,No,2d
Optum,3,2025 Early Career Program: Software Engineering,"Charlotte, NC",Software Engineer,n/a,Intermediate,124000,211000,167500,Employer,No,4d
SoFi,3.9,CAD Software Engineer (Cabinets),"Hillsboro, TX",Software Engineer,n/a,Intermediate,161000,253000,207000,Employer,No,12d
Fanatics Inc.,4.1,"Senior AI/ML Software Engineer, Java - Remote","Eden Prairie, MN",Software Engineer,Java,Senior,90000,140000,115000,Employer,No,3d
Micron,3.4,"Staff Software Engineer, At Work","Seattle, WA",Software Engineer,n/a,Senior,123000,175000,149000,Employer,No,2d
Boeing,3.5,Software Engineer II,"New York, NY",Software Engineer,n/a,Intermediate,81000,131000,106000,Glassdoor,No,18d
bellelynn,3.6,IT Software Engineer,"Boise, ID",Software Engineer,n/a,Intermediate,77000,104000,90500,Glassdoor,No,30d+
Bertrandt,3.8,Software Engineer 3 - Front End (contract),"El Segundo, CA",Software Engineer,n/a,Senior,125000,208000,166500,Employer,No,3d
Amazon.com Services LLC,3.7,Sr Software Engineer,"Columbia, MD",Software Engineer,n/a,Senior,80000,113000,96500,Glassdoor,No,3d
Salesforce,4,Automotive Software Engineer,"Sterling Heights, MI",Software Engineer,n/a,Intermediate,129000,224000,176500,Employer,No,30d+
Ford Motor Company,4.2,"Front End Engineer, Sponsored Brands - Fixed","New York, NY",Software Engineer,n/a,Intermediate,92000,133000,112500,Glassdoor,No,4d
EAI Technologies,3.8,Software Engineering LMTS,"Bellevue, WA",Software Engineer,n/a,Intermediate,105000,130000,117500,Glassdoor,No,4d
Mahlet,4.1,Software Engineer - Global Order Bank,"Dearborn, MI",Software Engineer,n/a,Intermediate,62000,89000,75500,Glassdoor,No,16d
New River Systems Corporation,4.4,Physics/Math Graduate - Entry Level Software Developer,"Vienna, VA",Software Engineer,n/a,Entry,110000,145000,127500,Employer,No,30d+
REV Robotics,4.6,Software Engineer,"Burtonsville, MD",Software Engineer,n/a,Intermediate,116000,128000,122000,Employer,No,16d
"IntelliGenesis, LLC",4.1,OneStream Software Systems Engineer,Unknown,System Engineer,n/a,Intermediate,111000,184000,147500,Employer,No,17d
Enersys,3.6,SENIOR SOFTWARE ENGINEER,"Carrollton, TX",Software Engineer,n/a,Senior,138000,297000,217500,Employer,No,5d
University of Washington,4.7,Full Stack Software Engineer Level 1,"Arlington, VA",Software Engineer,Fullstack,Entry,109000,145000,127000,Glassdoor,No,30d+
Hewlett Packard,3.8,Product Engineer I,"Longmont, CO",Software Engineer,n/a,Entry,97000,133000,115000,Glassdoor,No,24h
Movius Interactive Corporation,3.4,SOFTWARE ENGINEER,"Seattle, WA",Software Engineer,n/a,Intermediate,100000,145000,122500,Employer,No,30d+
Noblis,4.1,Cloud Software Development Engineer,"Fort Collins, CO",Software Engineer,n/a,Intermediate,86000,129000,107500,Glassdoor,No,11d
CEDENT,3.7,Software Engineer - Backend Voice,"Fremont, CA",Software Engineer,Backend,Intermediate,53000,96000,74500,Glassdoor,No,1d
Bank of America,3.5,Software Engineer (All Levels),"McLean, VA",Software Engineer,n/a,Intermediate,75000,131000,103000,Employer,No,30d+
LinQuest Corporation,4.3,"Software System Engineer (C++, JAVA background)","Warren, MI",System Engineer,JAVA,Intermediate,119000,173000,146000,Glassdoor,No,30d+
Hewlett Packard,3.5,Software Engineer II,"Charlotte, NC",Software Engineer,n/a,Intermediate,97000,126000,111500,Glassdoor,No,3d
Oracle,4,Ground Software Engineer,Unknown,Software Engineer,n/a,Intermediate,84000,106000,95000,Glassdoor,No,11d
Federal Reserve Bank of Boston,4.1,Experienced Front-End Engineer,"Fort Collins, CO",Software Engineer,Frontend,Intermediate,81000,109000,95000,Glassdoor,No,14d
Collins Aerospace,3.5,Software Developer,"Austin, TX",Software Engineer,n/a,Intermediate,166000,228000,197000,Employer,No,2d
Apriva,3.9,Full-Stack Software Engineer – Digital Money and Payments Research & Development,"Boston, MA",Software Engineer,Fullstack,Intermediate,154000,279000,216500,Employer,No,30d+
ASEC,3.9,Software Engineering Co-op (Summer/Fall 2025) (Onsite),"Cedar Rapids, IA",Software Engineer,n/a,Intermediate,115000,154000,134500,Employer,No,2d
T. Rowe Price,4.6,Software Engineer IV,"Phoenix, AZ",Software Engineer,n/a,Senior,66000,109000,87500,Glassdoor,No,27d
S&S Activewear LLC,3.8,Software Engineer,"Patuxent River, MD",Software Engineer,n/a,Intermediate,116000,204000,160000,Employer,No,16d
Peterson Technologies,4,Software Engineer,"Owings Mills, MD",Software Engineer,n/a,Intermediate,102000,150000,126000,Glassdoor,No,23d
"LongPath Technologies, Inc.",3.7,Senior Software Engineer (Hybrid Available),"Bolingbrook, IL",Software Engineer,n/a,Senior,139000,184000,161500,Glassdoor,No,22d
Gradient,4,Mid Level Software Engineer,"Hanover, MD",Software Engineer,n/a,Intermediate,94000,118000,106000,Glassdoor,No,30d+
Amazon.com Services LLC,4.2,Senior Software Engineer,"Boulder, CO",Software Engineer,n/a,Senior,94000,136000,115000,Glassdoor,No,18d
ENVISN INCORPORATED,3.7,Senior Software Engineer,"Burlingame, CA",Software Engineer,n/a,Senior,126000,265000,195500,Employer,No,2d
Intersoft Data Labs,3.5,"Software Development Engineer II, Sort Tech","Tempe, AZ",Software Engineer,n/a,Intermediate,100000,135000,117500,Glassdoor,No,3d
Digital Insight Printing,4.1,Software Quality Assurance (Tester) Engineer,"Indianola, PA",QA/Test Engineer,n/a,Intermediate,175000,209000,192000,Employer,No,9d
Teradyne,3.6,Software Engineer (Onsite),"Columbia, MD",Software Engineer,n/a,Intermediate,248000,385000,316500,Employer,No,25d
Beshenich Muir & Associates Llc,4.6,Magento Developer,Remote,Software Engineer,n/a,Intermediate,91000,152000,121500,Employer,No,24h
Powermind Solutions,4.6,Software Machine Learning Engineer,"North Reading, MA",ML/AI Engineer,n/a,Intermediate,129000,193000,161000,Employer,No,3d
Plaid,3.7,Software Systems Engineer,"Fort Belvoir, VA",System Engineer,n/a,Intermediate,98000,135000,116500,Glassdoor,No,30d+
"Grammarly, Inc.",3.2,Software Developer,Unknown,Software Engineer,n/a,Intermediate,114000,149000,131500,Glassdoor,No,4d
ShipperHQ,4,Software Engineer - Credit,"San Francisco, CA",Software Engineer,n/a,Intermediate,130000,236000,183000,Employer,No,30d+
Bryn Neil,3.6,"Software Engineer, Back-End",Unknown,Software Engineer,Backend,Intermediate,144000,288000,216000,Employer,No,30d+
DCS Corp,3.9,Sr. Software Engineer - Site Reliability,"Austin, TX",Software Engineer,SRE,Senior,49000,84000,66500,Glassdoor,No,16d
Bank of America,3.4,Cleared Software Engineer,"Denver, CO",Software Engineer,n/a,Intermediate,129000,224000,176500,Employer,No,3d
"Amazon Web Services, Inc.",3.8,Software Developer,Unknown,Software Engineer,n/a,Intermediate,118000,184000,151000,Glassdoor,No,3d
"Bio-Rad Laboratories, Inc.",4.1,Data Center Services - Software Engineer,"Plano, TX",Software Engineer,n/a,Intermediate,86000,116000,101000,Glassdoor,No,8d
"Audacy, Inc.",4.8,"Software Dev Engineer, L5 , SFSC Integrations","Seattle, WA",Software Engineer,n/a,Intermediate,124000,234000,179000,Employer,No,23d
CyberKorp,4.2,Software Developer in Test,"Hercules, CA",Software Engineer,n/a,Intermediate,80000,119000,99500,Employer,No,10d
Tesla,4.1,Junior Java Software Engineer,"Fort Meade, MD",Software Engineer,Java,Entry,234000,284000,259000,Employer,No,30d+
OpenAI,3.1,Apprentice ETL Software Engineer,"Elkridge, MD",Data Engineer,ETL,Intermediate,160000,385000,272500,Employer,No,30d+
Electronic Warfare Associates,3.8,"Software Engineer, Engineering Acceleration","San Francisco, CA",Software Engineer,n/a,Intermediate,82000,118000,100000,Glassdoor,No,5d
"BillGO, Inc.",3.3,ATM Software Engineer (Level III),"Frisco, TX",Software Engineer,n/a,Senior,69000,107000,88000,Glassdoor,No,30d+
Genesys,3.6,Software Engineer,"Mount Laurel, NJ",Software Engineer,n/a,Intermediate,95000,143000,119000,Employer,No,30d+
